,Unnamed: 0,REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW MONTH,REVIEW YEAR,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE,text_translated,topic_LDA,topic_NMF
2523,2523,3727,Google + HK HILL,Dhananjay,11/23/2016,November,2016,,"Neat, clean and magnificen",5,POSITIVE,neat clean magnificen,3,0
2524,2524,4696,Google + HK HILL,geetika baid,4/10/2017,April,2017,,"Neat, clean, well maintained n organized. It is very well-built and spacious. Its a peaceful plus architectural deli...",5,POSITIVE,neat clean maintained n organized wellbuilt spacious peaceful architectural deli,3,2
2525,2525,3169,Trip Advisor,2prathiba,7/20/2016,July,2016,best Temple,"Neatly maintained and organised temple, must visit for everyone in bangalore , located in heart of city so commute is easy",5,POSITIVE,neatly maintained organised temple visit bangalore located heart city commute easy,3,4
2526,2526,2680,Trip Advisor,Kiruthika S,4/23/2016,April,2016,Temple Vivit,Neatly maintained as required. It gives peace of mind when visited.Nice place to visit again and again in Bangalore.,5,POSITIVE,neatly maintained required peace mind visitednice place visit bangalore,2,4
2527,2527,4777,Trip Advisor,ikofan,4/29/2017,April,2017,Indian religious feelings of local culture,"Need to go barefoot, can not wear shorts, shoes before entering what needs to register up free tickets can also spend 300 rupees close contact with gods, followed the crowd to go on the trip, as well as the end of the holy gift food taste good, not to eat the free lunch I feel good",4,NEUTRAL,barefoot wear short shoe entering register free ticket spend rupee close contact god crowd trip end holy gift food taste eat free lunch feel,0,0
2528,2528,1657,Trip Advisor,PRASAD GUPTA D,11/11/2014,November,2014,WORTH A VISIT IN BENGALURU,"Never miss visiting this temple when in BENGALURU. It is maintained very well, clean and tidy. The morning Aarthi and the night Aarthi you just cannot miss it. The idols are beautifully decorated; the queue system will ensure good Darshan of the God. There are many attractions in the complex like 4D movie, exhibition highlighting the spiritual history. The comples has a good shopping area, eatery and an Organic store. One need to spare 2 to 3 hours in this beautiful temple complex. It's worth a visit.",5,POSITIVE,miss visiting temple bengaluru maintained clean tidy morning aarthi night aarthi miss idol beautifully decorated queue system ensure darshan god attraction complex 4d movie exhibition highlighting spiritual history comples shopping area eatery organic store spare hour beautiful temple complex worth visit,1,0
2529,2529,3465,Google + HK HILL,Banu Prakash A S,8/13/2016,August,2016,,"New age capitalistic religion brand head office. Hope we learn to see, respect, love the krishna in every hearts of o...",1,NEGATIVE,age capitalistic religion brand head office hope learn respect love krishna heart,4,1
2530,2530,2675,Trip Advisor,Harshvardhan k,4/17/2016,April,2016,Nic to visit iskon.i am going regularly with my all new friend whoever is coming bangalore first time.,Nic to visit iskon.i am going regularly with my all new friend whoever is coming bangalore first time.take caring people.also feeling relax after visiting there.peacefull place.,5,POSITIVE,nic visit iskoni regularly friend coming bangalore timetake caring peoplealso feeling relax visiting therepeacefull place,2,4
2531,2531,61,Facebook,Aminul Islam,6/2/2015,June,2015,,nice,5,POSITIVE,nice,2,3
2532,2532,72,Facebook,Krishna Ranojipalya,4/13/2015,April,2015,,Nice,1,POSITIVE,nice,2,3
2533,2533,3576,Google + HK HILL,Jagannath Padaki,10/10/2016,October,2016,,Nice,5,POSITIVE,nice,2,3
2534,2534,3802,Google + HK HILL,Arun ME,12/8/2016,December,2016,,Nice,5,POSITIVE,nice,2,3
2535,2535,4585,Google + HK HILL,Veerabhadrappa Basavarajappa,4/2/2017,April,2017,,Nice,5,POSITIVE,nice,2,3
2536,2536,4718,Google + HK HILL,monther hassan,4/17/2017,April,2017,,Nice,4,POSITIVE,nice,2,3
2537,2537,4829,Google + HK HILL,Sujit Bhattacharjee,5/8/2017,May,2017,,nice,5,POSITIVE,nice,2,3
2538,2538,5046,Google + HK HILL,Ashok Jangid,5/31/2017,May,2017,,Nice,4,POSITIVE,nice,2,3
2539,2539,5066,Google + HK HILL,Ramakrishna Joshi,6/4/2017,June,2017,,Nice,4,POSITIVE,nice,2,3
2540,2540,5170,Google + HK HILL,Pankaj Kala,6/15/2017,June,2017,,Nice,5,POSITIVE,nice,2,3
2541,2541,5303,Google + HK HILL,madhu r,7/2/2017,July,2017,,Nice,5,POSITIVE,nice,2,3
2542,2542,5368,Google + HK HILL,Tinku Raj,7/10/2017,July,2017,,Nice,5,POSITIVE,nice,2,3
2543,2543,5511,Google + HK HILL,jestin k j,7/18/2017,July,2017,,Nice,4,POSITIVE,nice,2,3
2544,2544,5668,Google + HK HILL,Rama Linga Sarma Prava,8/8/2017,August,2017,,Nice,4,POSITIVE,nice,2,3
2545,2545,5120,Google + HK HILL,vamsi dhara,6/11/2017,June,2017,,Nice & peaceful place..,5,POSITIVE,nice peaceful place,2,3
2546,2546,3796,Google + HK HILL,Kailas Katurde,12/12/2016,December,2016,,Nice & quite place.,4,POSITIVE,nice place,2,3
2547,2547,5153,Trip Advisor,neerajG978KW,6/15/2017,June,2017,Excellent place to visit,"Nice ambiance and excellent food along with pilgrimage. Lines are small, Weekends are busy. Lively atmosphere, easily accessible.",5,POSITIVE,nice ambiance excellent food pilgrimage line small weekend busy lively atmosphere easily accessible,0,3
2548,2548,4774,Trip Advisor,map6623,5/1/2017,May,2017,Holy Place,"Nice and clean Holy place , a temple of lord Krishna managed very well by ISKCON group .Ideal place for getting peace of mind amidst the Bangalore town",4,POSITIVE,nice clean holy place temple lord krishna managed iskcon group ideal place peace mind amidst bangalore town,2,2
2549,2549,5527,Facebook,M Srikar Sri,7/17/2017,July,2017,,Nice and cool weather and pleasant place and temple was so nice,5,POSITIVE,nice cool weather pleasant place temple nice,2,3
2550,2550,3625,Google + HK HILL,Ganapathy Subramanian,10/23/2016,October,2016,,Nice and peaceful,5,POSITIVE,nice peaceful,2,3
2551,2551,2968,Trip Advisor,Swapnil_Agrawal,6/12/2016,June,2016,Nice Peaceful,Nice and peaceful place to visit near yeashwanthpur. You can get lunch also there for free. Must visit once.,4,POSITIVE,nice peaceful place visit yeashwanthpur lunch free visit,0,4
2552,2552,5552,Google + HK HILL,AKASH H,7/21/2017,July,2017,,Nice and pleasant place in Bangalore with nice places to see around,5,POSITIVE,nice pleasant place bangalore nice place,2,3
2553,2553,4925,Google + HK HILL,Sisi Z,5/21/2017,May,2017,,"Nice and popular temple in Bangalore. If you are visit Bangalore at the first time, it's the first place I would recommend",5,POSITIVE,nice popular temple bangalore visit bangalore time place recommend,3,4
2554,2554,4480,Google + HK HILL,Subramanya Basavapattana,3/15/2017,March,2017,,"Nice and Serene, a place worth a visit especially during janmastami or any other special day",5,POSITIVE,nice serene place worth visit especially janmastami special day,2,3
2555,2555,5187,Google + HK HILL,Manu TG,6/17/2017,June,2017,,Nice and we'll maintained temple,5,POSITIVE,nice maintained temple,0,3
2556,2556,5054,Google + HK HILL,Kishore Kumar,6/1/2017,June,2017,,Nice architecture . It's a unique Temple for me.,5,POSITIVE,nice architecture unique temple,3,3
2557,2557,3793,Trip Advisor,KarthikCares,12/5/2016,December,2016,Nice temple of lord krishna,Nice architecture though it is a modern day temple. Lots of shopping after the darshan on the way out.,4,POSITIVE,nice architecture modern day temple lot shopping darshan,0,3
2558,2558,4810,Google + HK HILL,Sajith S,5/2/2017,May,2017,,Nice atmosphere,5,POSITIVE,nice atmosphere,2,3
2559,2559,279,Trip Advisor,vikramnayaktrips,5/27/2014,May,2014,I still prefer my neighbourhoo,"Nice attraction, lots of food, lots of souvenirs to buy. A well managed crowd. Lots and lots of gold everywhere. Yet, I make no mention of GOD here, you need to get the point by now !",3,POSITIVE,nice attraction lot food lot souvenir buy managed crowd lot lot gold make mention god point,0,3
2560,2560,887,Trip Advisor,vinayraichur,5/13/2015,May,2015,Clean & Big Temple,"Nice big temple. We had visited during evening time. Crowd was moderate. Parking was full. Temple is clean. Queue was moving at good place. Lot of steps to climb. Shoes need to be deposited just after entrance.Prasad & snack items are available after darshan. Feels good inside the main temple , its quite huge. Overall a peaceful experience",4,POSITIVE,nice big temple visited evening time crowd moderate parking full temple clean queue moving place lot step climb shoe deposited entranceprasad snack item available darshan feel inside temple huge peaceful experience,1,0
2561,2561,2800,Google + HK HILL,Sridharan P,1/18/2016,January,2016,,Nice calm place... Makes you to visit again,5,POSITIVE,nice calm place make visit,2,3
2562,2562,5068,Google + HK HILL,Prakash Prakash,6/4/2017,June,2017,,Nice calm spiritual place. But should not be this much commercial,5,NEUTRAL,nice calm spiritual place commercial,2,3
2563,2563,4915,Trip Advisor,kshah0004,5/20/2017,May,2017,Peace of Mind,Nice clean and spacious Temple. U get ultimate peace of mind. Strict outfits rules which are thumbs up.,5,POSITIVE,nice clean spacious temple u ultimate peace mind strict outfit rule thumb,2,3
2564,2564,4553,Trip Advisor,Jan-Yvonne-2014,3/30/2017,March,2017,"Beautiful, new, structured temple Elbe search.","Nice clean temple yourself be guided by the fixed route, join the hare Krishna blessings mantras. They show you the way and just do it, very nice, always people who take you in tow. Surprised because we have a book, a calendar and got goodies with our entrance ticket, a sort of goodies bag;) Bit confusing on TripAdvisor because several ISKCON temples seem to be but there is really only one. Pictures should not, shame because it looks beautiful. Shoes and luggage storage is also very well organized and structured.",4,POSITIVE,nice clean temple guided fixed route join hare krishna blessing mantra show nice tow surprised book calendar goody entrance ticket sort goody bag bit confusing tripadvisor iskcon temple picture shame beautiful shoe luggage storage organized structured,1,3
2565,2565,2381,Trip Advisor,Nitin N,3/23/2016,March,2016,Visit with family,Nice Devine place. Being weekend it was too crowded. I guess it would be better to visit on weekday... My parents really liked it a lot. Kids were not that excited however it's important for them to see and experience this.,5,POSITIVE,nice devine place weekend crowded guess visit weekday parent lot kid excited important experience,0,3
2566,2566,5062,Google + HK HILL,Prabhakar Rao,6/3/2017,June,2017,,Nice devotional experience,5,POSITIVE,nice devotional experience,2,3
2567,2567,4702,Google + HK HILL,noob gaming,4/13/2017,April,2017,,"Nice Devotional pace , gives calmness to heart and mind",5,POSITIVE,nice devotional pace calmness heart mind,2,3
2568,2568,2740,Google + HK HILL,Sambit Nayak,9/27/2015,September,2015,,Nice devotional place to visit,5,POSITIVE,nice devotional place visit,2,3
2569,2569,3592,Google + HK HILL,Mahendra Singh,10/17/2016,October,2016,,Nice discipline service & lovely atmosphere,5,POSITIVE,nice discipline service lovely atmosphere,2,3
2570,2570,902,Trip Advisor,aqua15Bangalore,5/7/2015,May,2015,Nice Divine Place to be,"Nice divine place to be. Will be stunned with the architecture of the temple. Also, spend time inside the premises",5,POSITIVE,nice divine place stunned architecture temple spend time inside premise,0,3
